,admin1,admin2,year,month,fatalities,cc_event_count,actor_state,actor_rebel_groups,actor_political_militias,actor_identity_militias,actor_civilians,actor_others,cc_onset,admin0,inflation_all,inflation_food,inflation_non_food,rainfall,rainfall_lag,temperature mean,btotl,maize_ETB_KG,teff_ETB_KG,wheat_ETB_KG,mean ndvi,ndvi_lag,cluster
3250,Benshangul-Gumaz,Asosa,2002,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.122836574,9.799791401,23.7345222,266579.0,0.0,0.0,0.0,0.0,0.0,Benshangul-Gumaz_Asosa
3251,Benshangul-Gumaz,Asosa,2003,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.256544412,0.0,25.16280421,278690.0,0.0,0.0,0.0,133.8623386,0.0,Benshangul-Gumaz_Asosa
3252,Benshangul-Gumaz,Asosa,2003,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.457162178,0.256544412,27.35721295,278690.0,0.0,0.0,0.0,127.9537953,133.8623386,Benshangul-Gumaz_Asosa
3253,Benshangul-Gumaz,Asosa,2003,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.666313465,1.457162178,28.4581835,278690.0,0.0,0.0,0.0,128.3478801,127.9537953,Benshangul-Gumaz_Asosa
3254,Benshangul-Gumaz,Asosa,2003,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,17.41959635,5.666313465,28.20137763,278690.0,0.0,0.0,0.0,128.7882024,128.3478801,Benshangul-Gumaz_Asosa
3255,Benshangul-Gumaz,Asosa,2003,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,110.2046662,17.41959635,26.69732577,278690.0,0.0,0.0,0.0,132.4123581,128.7882024,Benshangul-Gumaz_Asosa
3256,Benshangul-Gumaz,Asosa,2003,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,198.8021542,110.2046662,23.41596498,278690.0,0.0,0.0,0.0,155.3855169,132.4123581,Benshangul-Gumaz_Asosa
3257,Benshangul-Gumaz,Asosa,2003,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,251.5473179,198.8021542,21.95769917,278690.0,0.0,0.0,0.0,177.0256955,155.3855169,Benshangul-Gumaz_Asosa
3258,Benshangul-Gumaz,Asosa,2003,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,215.8599419,251.5473179,22.43184797,278690.0,0.0,0.0,0.0,180.7325572,177.0256955,Benshangul-Gumaz_Asosa
3259,Benshangul-Gumaz,Asosa,2003,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,208.6979167,215.8599419,22.55413353,278690.0,0.0,0.0,0.0,181.272007,180.7325572,Benshangul-Gumaz_Asosa
3260,Benshangul-Gumaz,Asosa,2003,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,63.12348533,208.6979167,23.28500747,278690.0,0.0,0.0,0.0,175.564517,181.272007,Benshangul-Gumaz_Asosa
3261,Benshangul-Gumaz,Asosa,2003,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,28.08776219,63.12348533,23.56693806,278690.0,0.0,0.0,0.0,163.8326476,175.564517,Benshangul-Gumaz_Asosa
3262,Benshangul-Gumaz,Asosa,2003,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.920300542,28.08776219,24.21013029,278690.0,0.0,0.0,0.0,145.1541176,163.8326476,Benshangul-Gumaz_Asosa
3263,Benshangul-Gumaz,Asosa,2004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.350877585,0.0,25.32333874,291316.0,0.0,0.0,0.0,132.361583,0.0,Benshangul-Gumaz_Asosa
3264,Benshangul-Gumaz,Asosa,2004,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.14039124,0.350877585,26.43930118,291316.0,0.0,0.0,0.0,127.90765220000002,132.361583,Benshangul-Gumaz_Asosa
3265,Benshangul-Gumaz,Asosa,2004,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.499117551,1.14039124,27.87447452,291316.0,0.0,0.0,0.0,127.1011703,127.90765220000002,Benshangul-Gumaz_Asosa
3266,Benshangul-Gumaz,Asosa,2004,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,38.22977342,5.499117551,27.97034226,291316.0,0.0,0.0,0.0,129.94855149999998,127.1011703,Benshangul-Gumaz_Asosa
3267,Benshangul-Gumaz,Asosa,2004,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,134.6682256,38.22977342,26.82431055,291316.0,0.0,0.0,0.0,141.2984889,129.94855149999998,Benshangul-Gumaz_Asosa
3268,Benshangul-Gumaz,Asosa,2004,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,145.7715685,134.6682256,23.8362224,291316.0,0.0,0.0,0.0,160.7010204,141.2984889,Benshangul-Gumaz_Asosa
3269,Benshangul-Gumaz,Asosa,2004,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,246.1320507,145.7715685,22.8973264,291316.0,0.0,0.0,0.0,177.89833280000005,160.7010204,Benshangul-Gumaz_Asosa
3270,Benshangul-Gumaz,Asosa,2004,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,235.1049816,246.1320507,22.88071218,291316.0,0.0,0.0,0.0,179.3534072,177.89833280000005,Benshangul-Gumaz_Asosa
3271,Benshangul-Gumaz,Asosa,2004,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,182.2214605,235.1049816,23.12285378,291316.0,0.0,0.0,0.0,180.6593368,179.3534072,Benshangul-Gumaz_Asosa
3272,Benshangul-Gumaz,Asosa,2004,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,74.58202239,182.2214605,23.64991896,291316.0,0.0,0.0,0.0,176.9163392,180.6593368,Benshangul-Gumaz_Asosa
3273,Benshangul-Gumaz,Asosa,2004,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.77893924,74.58202239,24.16539677,291316.0,0.0,0.0,0.0,162.5489375,176.9163392,Benshangul-Gumaz_Asosa
3274,Benshangul-Gumaz,Asosa,2004,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.931120235,14.77893924,24.45875171,291316.0,0.0,0.0,0.0,143.9255005,162.5489375,Benshangul-Gumaz_Asosa
3275,Benshangul-Gumaz,Asosa,2005,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.25638416,0.0,24.29521943,304448.0,0.0,0.0,0.0,132.5412483,0.0,Benshangul-Gumaz_Asosa
3276,Benshangul-Gumaz,Asosa,2005,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.030451215,0.25638416,28.68322655,304448.0,0.0,0.0,0.0,126.9499271,132.5412483,Benshangul-Gumaz_Asosa
3277,Benshangul-Gumaz,Asosa,2005,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8.586732479,1.030451215,28.38185018,304448.0,0.0,0.0,0.0,127.2349512,126.9499271,Benshangul-Gumaz_Asosa
3278,Benshangul-Gumaz,Asosa,2005,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,23.35410245,8.586732479,29.00234881,304448.0,0.0,0.0,0.0,128.8343291,127.2349512,Benshangul-Gumaz_Asosa
3279,Benshangul-Gumaz,Asosa,2005,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,133.6873937,23.35410245,26.62325896,304448.0,0.0,0.0,0.0,136.65897959999998,128.8343291,Benshangul-Gumaz_Asosa
3280,Benshangul-Gumaz,Asosa,2005,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,194.0552367,133.6873937,23.85624114,304448.0,0.0,0.0,0.0,161.7923006,136.65897959999998,Benshangul-Gumaz_Asosa
3281,Benshangul-Gumaz,Asosa,2005,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,253.8649554,194.0552367,22.62374329,304448.0,0.0,0.0,0.0,178.2552941,161.7923006,Benshangul-Gumaz_Asosa
3282,Benshangul-Gumaz,Asosa,2005,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,237.1456916,253.8649554,23.04408618,304448.0,0.0,0.0,0.0,180.6766882,178.2552941,Benshangul-Gumaz_Asosa
3283,Benshangul-Gumaz,Asosa,2005,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,142.5048895,237.1456916,23.31653129,304448.0,0.0,0.0,0.0,180.1380844,180.6766882,Benshangul-Gumaz_Asosa
3284,Benshangul-Gumaz,Asosa,2005,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,68.9377613,142.5048895,23.24951251,304448.0,0.0,0.0,0.0,174.2519043,180.1380844,Benshangul-Gumaz_Asosa
3285,Benshangul-Gumaz,Asosa,2005,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.379537915,68.9377613,23.42374424,304448.0,0.0,0.0,0.0,164.3431147,174.2519043,Benshangul-Gumaz_Asosa
3286,Benshangul-Gumaz,Asosa,2005,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.928033046,5.379537915,25.06288461,304448.0,0.0,0.0,0.0,147.2721096,164.3431147,Benshangul-Gumaz_Asosa
3287,Benshangul-Gumaz,Asosa,2006,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.28212174100000004,0.0,26.18978867,318157.0,0.0,0.0,0.0,134.5246977,0.0,Benshangul-Gumaz_Asosa
3288,Benshangul-Gumaz,Asosa,2006,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.194090413,0.28212174100000004,27.75097498,318157.0,0.0,0.0,0.0,129.2464388,134.5246977,Benshangul-Gumaz_Asosa
3289,Benshangul-Gumaz,Asosa,2006,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.08099822,1.194090413,27.23428003,318157.0,0.0,0.0,0.0,127.3615501,129.2464388,Benshangul-Gumaz_Asosa
3290,Benshangul-Gumaz,Asosa,2006,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.40198944,4.08099822,27.97277021,318157.0,0.0,0.0,0.0,127.8413387,127.3615501,Benshangul-Gumaz_Asosa
3291,Benshangul-Gumaz,Asosa,2006,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,142.7814626,12.40198944,25.35299806,318157.0,0.0,0.0,0.0,143.7564418,127.8413387,Benshangul-Gumaz_Asosa
3292,Benshangul-Gumaz,Asosa,2006,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,187.5639704,142.7814626,23.91191311,318157.0,0.0,0.0,0.0,171.7953249,143.7564418,Benshangul-Gumaz_Asosa
3293,Benshangul-Gumaz,Asosa,2006,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,10.7,12.9,7.5,245.87002200000003,187.5639704,23.12430992,318157.0,0.0,0.0,0.0,177.9748527,171.7953249,Benshangul-Gumaz_Asosa
3294,Benshangul-Gumaz,Asosa,2006,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,10.9,13.0,7.9,217.6074617,245.87002200000003,22.57042013,318157.0,0.0,0.0,0.0,173.7878924,177.9748527,Benshangul-Gumaz_Asosa
3295,Benshangul-Gumaz,Asosa,2006,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,10.9,12.7,8.4,142.6102519,217.6074617,22.61053675,318157.0,0.0,0.0,0.0,177.8448886,173.7878924,Benshangul-Gumaz_Asosa
3296,Benshangul-Gumaz,Asosa,2006,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,11.3,13.0,8.9,126.29846940000002,142.6102519,22.95081101,318157.0,0.0,0.0,0.0,176.1677179,177.8448886,Benshangul-Gumaz_Asosa
3297,Benshangul-Gumaz,Asosa,2006,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,11.7,13.3,9.5,5.6210843389999985,126.29846940000002,23.03525122,318157.0,0.0,0.0,0.0,167.85797150000005,176.1677179,Benshangul-Gumaz_Asosa
3298,Benshangul-Gumaz,Asosa,2006,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,12.3,13.6,10.4,1.240462046,5.6210843389999985,23.67106938,318157.0,0.0,0.0,0.0,151.86236530000005,167.85797150000005,Benshangul-Gumaz_Asosa
3299,Benshangul-Gumaz,Asosa,2007,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,12.9,14.0,11.3,0.28604999600000003,0.0,23.7575371,954192.0,0.0,0.0,0.0,137.7353434,0.0,Benshangul-Gumaz_Asosa
3300,Benshangul-Gumaz,Asosa,2007,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,13.5,14.5,12.0,1.17900601,0.28604999600000003,26.69902882,954192.0,0.0,0.0,0.0,130.52412890000002,137.7353434,Benshangul-Gumaz_Asosa
3301,Benshangul-Gumaz,Asosa,2007,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,14.2,15.3,12.7,9.134061991,1.17900601,28.33111958,954192.0,0.0,0.0,0.0,128.7548917,130.52412890000002,Benshangul-Gumaz_Asosa
3302,Benshangul-Gumaz,Asosa,2007,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,15.2,16.4,13.4,48.42742878,9.134061991,28.3781212,954192.0,0.0,0.0,0.0,133.7199138,128.7548917,Benshangul-Gumaz_Asosa
3303,Benshangul-Gumaz,Asosa,2007,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,15.5,16.9,13.5,115.968192,48.42742878,26.9925452,954192.0,0.0,0.0,0.0,148.9352592,133.7199138,Benshangul-Gumaz_Asosa
3304,Benshangul-Gumaz,Asosa,2007,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,15.8,17.5,13.5,194.5345982,115.968192,23.76815267,954192.0,0.0,0.0,0.0,168.0754091,148.9352592,Benshangul-Gumaz_Asosa
3305,Benshangul-Gumaz,Asosa,2007,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,15.9,17.9,13.2,190.5374858,194.5345982,22.43184955,954192.0,0.0,0.0,0.0,169.8905205,168.0754091,Benshangul-Gumaz_Asosa
3306,Benshangul-Gumaz,Asosa,2007,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,16.1,18.6,12.8,227.1738591,190.5374858,22.35064767,954192.0,0.0,0.0,0.0,175.2844616,169.8905205,Benshangul-Gumaz_Asosa
3307,Benshangul-Gumaz,Asosa,2007,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,16.5,19.7,12.3,190.2817815,227.1738591,23.05875203,954192.0,0.0,0.0,0.0,178.12706699999995,175.2844616,Benshangul-Gumaz_Asosa
3308,Benshangul-Gumaz,Asosa,2007,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,16.9,20.6,11.9,83.71506519,190.2817815,23.34878317,954192.0,0.0,0.0,0.0,175.787221,178.12706699999995,Benshangul-Gumaz_Asosa
3309,Benshangul-Gumaz,Asosa,2007,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,17.1,21.3,11.5,24.21711132,83.71506519,24.09635364,954192.0,0.0,0.0,0.0,165.35238069999997,175.787221,Benshangul-Gumaz_Asosa
3310,Benshangul-Gumaz,Asosa,2007,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,17.2,22.0,11.0,0.931435237,24.21711132,25.30640321,954192.0,0.0,0.0,0.0,149.1666851,165.35238069999997,Benshangul-Gumaz_Asosa
3311,Benshangul-Gumaz,Asosa,2008,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,17.5,22.8,10.5,0.34356063200000003,0.0,25.747649600000006,347562.0,0.0,0.0,0.0,135.1879171,0.0,Benshangul-Gumaz_Asosa
3312,Benshangul-Gumaz,Asosa,2008,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,18.0,23.7,10.5,1.003590348,0.34356063200000003,26.81831506,347562.0,0.0,0.0,0.0,129.8656852,135.1879171,Benshangul-Gumaz_Asosa
3313,Benshangul-Gumaz,Asosa,2008,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,19.0,25.2,10.7,4.747827647,1.003590348,28.74132964,347562.0,0.0,0.0,0.0,129.06606509999997,129.8656852,Benshangul-Gumaz_Asosa
3314,Benshangul-Gumaz,Asosa,2008,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,19.9,26.6,10.8,107.1288088,4.747827647,27.15024185,347562.0,0.0,0.0,0.0,137.9252274,129.06606509999997,Benshangul-Gumaz_Asosa
3315,Benshangul-Gumaz,Asosa,2008,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,21.8,29.7,11.4,155.92359340000004,107.1288088,25.93978867,347562.0,0.0,0.0,0.0,162.066948,137.9252274,Benshangul-Gumaz_Asosa
3316,Benshangul-Gumaz,Asosa,2008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,25.3,34.9,12.5,202.8876488,155.92359340000004,23.77949789,347562.0,0.0,0.0,0.0,176.8382569,162.066948,Benshangul-Gumaz_Asosa
3317,Benshangul-Gumaz,Asosa,2008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,29.6,41.3,13.8,230.2810728,202.8876488,22.69675756,347562.0,0.0,0.0,0.0,177.80939530000003,176.8382569,Benshangul-Gumaz_Asosa
3318,Benshangul-Gumaz,Asosa,2008,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,33.6,46.9,15.4,269.8179563,230.2810728,22.69716433,347562.0,0.0,0.0,0.0,177.6866667,177.80939530000003,Benshangul-Gumaz_Asosa
3319,Benshangul-Gumaz,Asosa,2008,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,37.2,51.8,17.0,156.0507015,269.8179563,22.87674104,347562.0,0.0,0.0,0.0,177.9792013,177.6866667,Benshangul-Gumaz_Asosa
3320,Benshangul-Gumaz,Asosa,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,40.3,55.7,18.8,70.292455,156.0507015,23.51085773,347562.0,0.0,0.0,0.0,171.6003429,177.9792013,Benshangul-Gumaz_Asosa
3321,Benshangul-Gumaz,Asosa,2008,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,40.3,55.7,18.8,70.292455,156.0507015,23.51085773,347562.0,0.0,0.0,0.0,171.6003429,177.9792013,Benshangul-Gumaz_Asosa
3322,Benshangul-Gumaz,Asosa,2008,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,42.8,58.7,20.4,5.609592014,70.292455,24.17649824,347562.0,0.0,0.0,0.0,161.1399754,171.6003429,Benshangul-Gumaz_Asosa
3323,Benshangul-Gumaz,Asosa,2008,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,44.4,60.0,21.9,0.901217575,5.609592014,24.68938507,347562.0,0.0,0.0,0.0,145.3235417,161.1399754,Benshangul-Gumaz_Asosa
3324,Benshangul-Gumaz,Asosa,2009,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,45.6,60.9,23.4,0.308235843,0.0,25.26264308,363248.0,0.0,0.0,0.0,134.5440365,0.0,Benshangul-Gumaz_Asosa
3325,Benshangul-Gumaz,Asosa,2009,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,46.1,61.1,24.2,1.185347853,0.308235843,27.70437855,363248.0,0.0,0.0,0.0,130.4164295,134.5440365,Benshangul-Gumaz_Asosa
3326,Benshangul-Gumaz,Asosa,2009,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,45.2,59.2,24.4,5.818637286,1.185347853,28.29505799,363248.0,0.0,0.0,0.0,131.2256011,130.4164295,Benshangul-Gumaz_Asosa
3327,Benshangul-Gumaz,Asosa,2009,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,44.3,57.2,24.6,51.07036122,5.818637286,29.20032352,363248.0,0.0,0.0,0.0,134.5542449,131.2256011,Benshangul-Gumaz_Asosa
3328,Benshangul-Gumaz,Asosa,2009,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,41.6,52.6,24.6,63.69965278,51.07036122,27.15559157,363248.0,0.0,0.0,0.0,141.1985443,134.5542449,Benshangul-Gumaz_Asosa
3329,Benshangul-Gumaz,Asosa,2009,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,36.4,44.2,23.7,232.39069590000003,63.69965278,25.09586773,363248.0,0.0,0.0,0.0,158.5943497,141.1985443,Benshangul-Gumaz_Asosa
3330,Benshangul-Gumaz,Asosa,2009,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,29.9,34.2,22.9,165.3001524,232.39069590000003,23.00875266,363248.0,3.97,8.742857143,5.549230768999999,175.432085,158.5943497,Benshangul-Gumaz_Asosa
3331,Benshangul-Gumaz,Asosa,2009,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,24.1,25.4,21.8,233.7784864,165.3001524,23.420259,363248.0,3.695,8.994,5.397272727000001,180.2067057,175.432085,Benshangul-Gumaz_Asosa
3332,Benshangul-Gumaz,Asosa,2009,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,18.7,17.5,20.9,135.6875709,233.7784864,24.14343598,363248.0,3.398333333,9.025333332999999,4.937272727,180.6651432,180.2067057,Benshangul-Gumaz_Asosa
3333,Benshangul-Gumaz,Asosa,2009,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,14.1,11.0,19.9,65.35848037,135.6875709,24.44424572,363248.0,2.882222222,8.338095238,5.017499999999999,176.0184252,180.6651432,Benshangul-Gumaz_Asosa
3334,Benshangul-Gumaz,Asosa,2009,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,10.6,6.1,18.9,6.559263614,65.35848037,24.33841294,363248.0,2.5850000000000004,9.087333333000002,4.969090909000001,159.281583,176.0184252,Benshangul-Gumaz_Asosa
3335,Benshangul-Gumaz,Asosa,2009,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,8.5,3.3,18.2,1.004485876,6.559263614,24.42779452,363248.0,2.428888889,9.277777777999999,5.149333333,142.5827759,159.281583,Benshangul-Gumaz_Asosa
3336,Benshangul-Gumaz,Asosa,2010,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,6.6,0.7,17.8,0.318663201,0.0,25.63938412,379641.0,2.7866666669999995,8.568,4.5033333330000005,132.394863,0.0,Benshangul-Gumaz_Asosa
3337,Benshangul-Gumaz,Asosa,2010,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,5.0,-1.6,17.6,1.555250657,0.318663201,26.91045381,379641.0,2.506666667,8.224666667000001,5.3950000000000005,127.5736885,132.394863,Benshangul-Gumaz_Asosa
3338,Benshangul-Gumaz,Asosa,2010,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,3.9,-3.3,17.7,4.195096593,1.555250657,28.57560525,379641.0,2.133333333,7.832666667000001,5.374285714000001,127.2108716,127.5736885,Benshangul-Gumaz_Asosa
3339,Benshangul-Gumaz,Asosa,2010,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,2.9,-4.9,17.7,18.97022481,4.195096593,29.38719674,379641.0,2.0966666670000005,7.642857143,5.1137500000000005,127.0563084,127.2108716,Benshangul-Gumaz_Asosa
3340,Benshangul-Gumaz,Asosa,2010,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,2.4,-5.7,17.8,156.8102324,18.97022481,27.64513903,379641.0,2.0966666670000005,7.369999999999999,5.260909091000001,136.88680630000002,127.0563084,Benshangul-Gumaz_Asosa
3341,Benshangul-Gumaz,Asosa,2010,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,2.8,-5.4,18.2,206.9316539,156.8102324,23.16207455,379641.0,2.078333333,7.570666666999999,5.414166667000002,158.2423016,136.88680630000002,Benshangul-Gumaz_Asosa
3342,Benshangul-Gumaz,Asosa,2010,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,3.6,-4.5,18.4,180.4762613,206.9316539,22.21345092,379641.0,1.971666667,7.137333333,5.339999999999999,171.9918284,158.2423016,Benshangul-Gumaz_Asosa
3343,Benshangul-Gumaz,Asosa,2010,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,4.4,-3.4,18.4,193.0403912,180.4762613,22.21134585,379641.0,1.5383333330000004,6.211666667,5.343636363999999,171.5742449,171.9918284,Benshangul-Gumaz_Asosa
3344,Benshangul-Gumaz,Asosa,2010,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,5.4,-2.0,18.4,184.2272888,193.0403912,22.99214002,379641.0,1.5666666669999998,6.9466666670000015,5.122727273,180.8177436,171.5742449,Benshangul-Gumaz_Asosa
3345,Benshangul-Gumaz,Asosa,2010,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,6.7,-0.4,18.7,106.899713,184.2272888,22.4939222,379641.0,1.5383333330000004,6.994,5.0575,176.5339185,180.8177436,Benshangul-Gumaz_Asosa
